Geslacht,Bedrijfstakken/branches (SBI 2008),Perioden,Onderwerp,Type werkenden,Waarde
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Werkzame personen,Werknemers,276.0
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Werkzame personen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Banen,Werknemers,298.0
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Banen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Arbeidsjaren,Werknemers,277.0
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Arbeidsjaren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Gewerkte uren,Werknemers,457.0
Mannen,O Openbaar bestuur en overheidsdiensten,2018,Gewerkte uren,Zelfstandigen,0.0
Mannen,P Onderwijs,2013,Werkzame personen,Werknemers,173.0
Mannen,P Onderwijs,2013,Werkzame personen,Zelfstandigen,19.0
Mannen,P Onderwijs,2013,Banen,Werknemers,188.0
Mannen,P Onderwijs,2013,Banen,Zelfstandigen,30.0
Mannen,P Onderwijs,2013,Arbeidsjaren,Werknemers,156.0
Mannen,P Onderwijs,2013,Arbeidsjaren,Zelfstandigen,18.0
Mannen,P Onderwijs,2013,Gewerkte uren,Werknemers,246.0
Mannen,P Onderwijs,2013,Gewerkte uren,Zelfstandigen,40.0
Mannen,,2014,Werkzame personen,Werknemers,170.0
Mannen,P Onderwijs,2014,Werkzame personen,Zelfstandigen,20.0
Mannen,P Onderwijs,2014,Banen,Werknemers,186.0
Mannen,P Onderwijs,2014,Banen,Zelfstandigen,32.0
Mannen,P Onderwijs,2014,Arbeidsjaren,Werknemers,155.0
Mannen,P Onderwijs,2014,Arbeidsjaren,Zelfstandigen,18.0
Mannen,P Onderwijs,2014,Gewerkte uren,Werknemers,245.0
Mannen,P Onderwijs,2014,Gewerkte uren,Zelfstandigen,41.0
Mannen,P Onderwijs,2015,Werkzame personen,Werknemers,170.0
Mannen,P Onderwijs,2015,Werkzame personen,Zelfstandigen,20.0
Mannen,P Onderwijs,2015,Banen,Werknemers,184.0
Mannen,P Onderwijs,2015,Banen,Zelfstandigen,34.0
Mannen,P Onderwijs,2015,Arbeidsjaren,Werknemers,153.0
Mannen,P Onderwijs,2015,Arbeidsjaren,Zelfstandigen,20.0
Mannen,,2015,Gewerkte uren,Werknemers,241.0
Mannen,P Onderwijs,2015,Gewerkte uren,Zelfstandigen,44.0
Mannen,P Onderwijs,2016,Werkzame personen,Werknemers,171.0
Mannen,P Onderwijs,2016,Werkzame personen,Zelfstandigen,21.0
Mannen,P Onderwijs,2016,Banen,Werknemers,184.0
Mannen,P Onderwijs,2016,Banen,Zelfstandigen,35.0
Mannen,P Onderwijs,2016,Arbeidsjaren,Werknemers,153.0
Mannen,P Onderwijs,2016,Arbeidsjaren,Zelfstandigen,20.0
Mannen,P Onderwijs,2016,Gewerkte uren,Werknemers,243.0
Mannen,P Onderwijs,2016,Gewerkte uren,Zelfstandigen,45.0
Mannen,P Onderwijs,2017,Werkzame personen,Werknemers,172.0
Mannen,P Onderwijs,2017,Werkzame personen,Zelfstandigen,22.0
Mannen,P Onderwijs,2017,Banen,Werknemers,185.0
Mannen,P Onderwijs,2017,Banen,Zelfstandigen,37.0
Mannen,P Onderwijs,2017,Arbeidsjaren,Werknemers,153.0
Mannen,P Onderwijs,2017,Arbeidsjaren,Zelfstandigen,22.0
Mannen,P Onderwijs,2017,Gewerkte uren,Werknemers,243.0
Mannen,P Onderwijs,2017,Gewerkte uren,Zelfstandigen,49.0
Mannen,P Onderwijs,2018,Werkzame personen,Werknemers,172.0
Mannen,P Onderwijs,2018,Werkzame personen,Zelfstandigen,24.0
Mannen,P Onderwijs,2018,Banen,Werknemers,186.0
Mannen,P Onderwijs,2018,Banen,Zelfstandigen,
Mannen,P Onderwijs,2018,Arbeidsjaren,Werknemers,153.0
Mannen,P Onderwijs,2018,Arbeidsjaren,Zelfstandigen,24.0
Mannen,P Onderwijs,2018,Gewerkte uren,Werknemers,243.0
Mannen,P Onderwijs,2018,Gewerkte uren,Zelfstandigen,
Mannen,Q Gezondheids- en welzijnszorg,2013,Werkzame personen,Werknemers,192.0
Mannen,Q Gezondheids- en welzijnszorg,2013,Werkzame personen,Zelfstandigen,70.0
Mannen,Q Gezondheids- en welzijnszorg,2013,Banen,Werknemers,206.0
Mannen,Q Gezondheids- en welzijnszorg,2013,Banen,Zelfstandigen,103.0
Mannen,Q Gezondheids- en welzijnszorg,2013,Arbeidsjaren,Werknemers,174.0
Mannen,Q Gezondheids- en welzijnszorg,2013,Arbeidsjaren,Zelfstandigen,47.0
Mannen,Q Gezondheids- en welzijnszorg,2013,Gewerkte uren,Werknemers,276.0
Mannen,Q Gezondheids- en welzijnszorg,2013,Gewerkte uren,Zelfstandigen,
Mannen,Q Gezondheids- en welzijnszorg,2014,Werkzame personen,Werknemers,188.0
Mannen,Q Gezondheids- en welzijnszorg,2014,Werkzame personen,Zelfstandigen,68.0
Mannen,Q Gezondheids- en welzijnszorg,2014,Banen,Werknemers,203.0
Mannen,Q Gezondheids- en welzijnszorg,2014,Banen,Zelfstandigen,104.0
Mannen,Q Gezondheids- en welzijnszorg,2014,Arbeidsjaren,Werknemers,171.0
Mannen,Q Gezondheids- en welzijnszorg,2014,Arbeidsjaren,Zelfstandigen,47.0
Mannen,Q Gezondheids- en welzijnszorg,2014,Gewerkte uren,Werknemers,272.0
Mannen,Q Gezondheids- en welzijnszorg,2014,Gewerkte uren,Zelfstandigen,100.0
Mannen,Q Gezondheids- en welzijnszorg,2015,Werkzame personen,Werknemers,188.0
Mannen,Q Gezondheids- en welzijnszorg,2015,Werkzame personen,Zelfstandigen,67.0
Mannen,Q Gezondheids- en welzijnszorg,2015,Banen,Werknemers,202.0
Mannen,,2015,Banen,Zelfstandigen,103.0
Mannen,Q Gezondheids- en welzijnszorg,2015,Arbeidsjaren,Werknemers,171.0
Mannen,Q Gezondheids- en welzijnszorg,2015,Arbeidsjaren,Zelfstandigen,46.0
Mannen,Q Gezondheids- en welzijnszorg,2015,Gewerkte uren,Werknemers,271.0
Mannen,Q Gezondheids- en welzijnszorg,2015,Gewerkte uren,Zelfstandigen,99.0
Mannen,Q Gezondheids- en welzijnszorg,2016,Werkzame personen,Werknemers,188.0
Mannen,Q Gezondheids- en welzijnszorg,2016,Werkzame personen,Zelfstandigen,67.0
Mannen,Q Gezondheids- en welzijnszorg,2016,Banen,Werknemers,202.0
Mannen,Q Gezondheids- en welzijnszorg,2016,Banen,Zelfstandigen,
Mannen,,2016,Arbeidsjaren,Werknemers,170.0
Mannen,Q Gezondheids- en welzijnszorg,2016,Arbeidsjaren,Zelfstandigen,46.0
Mannen,Q Gezondheids- en welzijnszorg,2016,Gewerkte uren,Werknemers,271.0
Mannen,Q Gezondheids- en welzijnszorg,2016,Gewerkte uren,Zelfstandigen,97.0
Mannen,,2017,Werkzame personen,Werknemers,190.0
Mannen,Q Gezondheids- en welzijnszorg,2017,Werkzame personen,Zelfstandigen,67.0
Mannen,Q Gezondheids- en welzijnszorg,2017,Banen,Werknemers,205.0
Mannen,Q Gezondheids- en welzijnszorg,2017,Banen,Zelfstandigen,104.0
Mannen,Q Gezondheids- en welzijnszorg,2017,Arbeidsjaren,Werknemers,172.0
Mannen,Q Gezondheids- en welzijnszorg,2017,Arbeidsjaren,Zelfstandigen,47.0
Mannen,Q Gezondheids- en welzijnszorg,2017,Gewerkte uren,Werknemers,273.0
Mannen,Q Gezondheids- en welzijnszorg,2017,Gewerkte uren,Zelfstandigen,
Mannen,Q Gezondheids- en welzijnszorg,2018,Werkzame personen,Werknemers,194.0
Mannen,Q Gezondheids- en welzijnszorg,2018,Werkzame personen,Zelfstandigen,68.0
Mannen,Q Gezondheids- en welzijnszorg,2018,Banen,Werknemers,
Mannen,Q Gezondheids- en welzijnszorg,2018,Banen,Zelfstandigen,106.0
Mannen,Q Gezondheids- en welzijnszorg,2018,Arbeidsjaren,Werknemers,173.0
Mannen,Q Gezondheids- en welzijnszorg,2018,Arbeidsjaren,Zelfstandigen,48.0
Mannen,Q Gezondheids- en welzijnszorg,2018,Gewerkte uren,Werknemers,276.0
Mannen,Q Gezondheids- en welzijnszorg,2018,Gewerkte uren,Zelfstandigen,101.0
Mannen,"R Cultuur, sport en recreatie",2013,Werkzame personen,Werknemers,48.0
Mannen,"R Cultuur, sport en recreatie",2013,Werkzame personen,Zelfstandigen,30.0
Mannen,"R Cultuur, sport en recreatie",2013,Banen,Werknemers,60.0
Mannen,,2013,Banen,Zelfstandigen,46.0
Mannen,"R Cultuur, sport en recreatie",2013,Arbeidsjaren,Werknemers,39.0
Mannen,"R Cultuur, sport en recreatie",2013,Arbeidsjaren,Zelfstandigen,32.0
Mannen,"R Cultuur, sport en recreatie",2013,Gewerkte uren,Werknemers,66.0
Mannen,"R Cultuur, sport en recreatie",2013,Gewerkte uren,Zelfstandigen,
Mannen,"R Cultuur, sport en recreatie",2014,Werkzame personen,Werknemers,49.0
Mannen,"R Cultuur, sport en recreatie",2014,Werkzame personen,Zelfstandigen,
Mannen,"R Cultuur, sport en recreatie",2014,Banen,Werknemers,60.0
Mannen,,2014,Banen,Zelfstandigen,49.0
Mannen,"R Cultuur, sport en recreatie",2014,Arbeidsjaren,Werknemers,39.0
Mannen,"R Cultuur, sport en recreatie",2014,Arbeidsjaren,Zelfstandigen,
Mannen,"R Cultuur, sport en recreatie",2014,Gewerkte uren,Werknemers,66.0
Mannen,"R Cultuur, sport en recreatie",2014,Gewerkte uren,Zelfstandigen,76.0
Mannen,"R Cultuur, sport en recreatie",2015,Werkzame personen,Werknemers,48.0
Mannen,"R Cultuur, sport en recreatie",2015,Werkzame personen,Zelfstandigen,33.0
Mannen,"R Cultuur, sport en recreatie",2015,Banen,Werknemers,60.0
Mannen,"R Cultuur, sport en recreatie",2015,Banen,Zelfstandigen,50.0
Mannen,"R Cultuur, sport en recreatie",2015,Arbeidsjaren,Werknemers,39.0
Mannen,"R Cultuur, sport en recreatie",2015,Arbeidsjaren,Zelfstandigen,34.0
Mannen,"R Cultuur, sport en recreatie",2015,Gewerkte uren,Werknemers,66.0
Mannen,"R Cultuur, sport en recreatie",2015,Gewerkte uren,Zelfstandigen,
Mannen,"R Cultuur, sport en recreatie",2016,Werkzame personen,Werknemers,49.0
Mannen,"R Cultuur, sport en recreatie",2016,Werkzame personen,Zelfstandigen,34.0
Mannen,,2016,Banen,Werknemers,61.0
Mannen,"R Cultuur, sport en recreatie",2016,Banen,Zelfstandigen,52.0
Mannen,"R Cultuur, sport en recreatie",2016,Arbeidsjaren,Werknemers,39.0
Mannen,"R Cultuur, sport en recreatie",2016,Arbeidsjaren,Zelfstandigen,34.0
Mannen,"R Cultuur, sport en recreatie",2016,Gewerkte uren,Werknemers,67.0
Mannen,"R Cultuur, sport en recreatie",2016,Gewerkte uren,Zelfstandigen,75.0
Mannen,"R Cultuur, sport en recreatie",2017,Werkzame personen,Werknemers,51.0
Mannen,"R Cultuur, sport en recreatie",2017,Werkzame personen,Zelfstandigen,35.0
Mannen,,2017,Banen,Werknemers,63.0
Mannen,"R Cultuur, sport en recreatie",2017,Banen,Zelfstandigen,54.0
Mannen,"R Cultuur, sport en recreatie",2017,Arbeidsjaren,Werknemers,40.0
Mannen,"R Cultuur, sport en recreatie",2017,Arbeidsjaren,Zelfstandigen,38.0
Mannen,"R Cultuur, sport en recreatie",2017,Gewerkte uren,Werknemers,69.0
Mannen,"R Cultuur, sport en recreatie",2017,Gewerkte uren,Zelfstandigen,84.0
Mannen,"R Cultuur, sport en recreatie",2018,Werkzame personen,Werknemers,53.0
Mannen,"R Cultuur, sport en recreatie",2018,Werkzame personen,Zelfstandigen,35.0
Mannen,"R Cultuur, sport en recreatie",2018,Banen,Werknemers,65.0
Mannen,"R Cultuur, sport en recreatie",2018,Banen,Zelfstandigen,56.0
Mannen,"R Cultuur, sport en recreatie",2018,Arbeidsjaren,Werknemers,42.0
Mannen,"R Cultuur, sport en recreatie",2018,Arbeidsjaren,Zelfstandigen,38.0
Mannen,"R Cultuur, sport en recreatie",2018,Gewerkte uren,Werknemers,72.0
Mannen,"R Cultuur, sport en recreatie",2018,Gewerkte uren,Zelfstandigen,82.0
Mannen,S Overige dienstverlening,2013,Werkzame personen,Werknemers,42.0
Mannen,S Overige dienstverlening,2013,Werkzame personen,Zelfstandigen,18.0
Mannen,S Overige dienstverlening,2013,Banen,Werknemers,47.0
Mannen,S Overige dienstverlening,2013,Banen,Zelfstandigen,24.0
Mannen,S Overige dienstverlening,2013,Arbeidsjaren,Werknemers,37.0
Mannen,S Overige dienstverlening,2013,Arbeidsjaren,Zelfstandigen,20.0
Mannen,S Overige dienstverlening,2013,Gewerkte uren,Werknemers,64.0
Mannen,S Overige dienstverlening,2013,Gewerkte uren,Zelfstandigen,44.0
Mannen,S Overige dienstverlening,2014,Werkzame personen,Werknemers,41.0
Mannen,S Overige dienstverlening,2014,Werkzame personen,Zelfstandigen,18.0
Mannen,S Overige dienstverlening,2014,Banen,Werknemers,45.0
Mannen,S Overige dienstverlening,2014,Banen,Zelfstandigen,24.0
Mannen,S Overige dienstverlening,2014,Arbeidsjaren,Werknemers,36.0
Mannen,S Overige dienstverlening,2014,Arbeidsjaren,Zelfstandigen,20.0
Mannen,S Overige dienstverlening,2014,Gewerkte uren,Werknemers,62.0
Mannen,S Overige dienstverlening,2014,Gewerkte uren,Zelfstandigen,44.0
Mannen,S Overige dienstverlening,2015,Werkzame personen,Werknemers,41.0
Mannen,S Overige dienstverlening,2015,Werkzame personen,Zelfstandigen,18.0
Mannen,S Overige dienstverlening,2015,Banen,Werknemers,45.0
Mannen,S Overige dienstverlening,2015,Banen,Zelfstandigen,
Mannen,S Overige dienstverlening,2015,Arbeidsjaren,Werknemers,35.0
Mannen,S Overige dienstverlening,2015,Arbeidsjaren,Zelfstandigen,20.0
Mannen,S Overige dienstverlening,2015,Gewerkte uren,Werknemers,62.0
Mannen,S Overige dienstverlening,2015,Gewerkte uren,Zelfstandigen,44.0
Mannen,S Overige dienstverlening,2016,Werkzame personen,Werknemers,41.0
Mannen,S Overige dienstverlening,2016,Werkzame personen,Zelfstandigen,18.0
Mannen,S Overige dienstverlening,2016,Banen,Werknemers,45.0
Mannen,S Overige dienstverlening,2016,Banen,Zelfstandigen,25.0
Mannen,S Overige dienstverlening,2016,Arbeidsjaren,Werknemers,36.0
Mannen,S Overige dienstverlening,2016,Arbeidsjaren,Zelfstandigen,
Mannen,S Overige dienstverlening,2016,Gewerkte uren,Werknemers,62.0
Mannen,S Overige dienstverlening,2016,Gewerkte uren,Zelfstandigen,46.0
Mannen,S Overige dienstverlening,2017,Werkzame personen,Werknemers,
Mannen,S Overige dienstverlening,2017,Werkzame personen,Zelfstandigen,19.0
Mannen,S Overige dienstverlening,2017,Banen,Werknemers,46.0
Mannen,S Overige dienstverlening,2017,Banen,Zelfstandigen,26.0
Mannen,S Overige dienstverlening,2017,Arbeidsjaren,Werknemers,36.0
Mannen,S Overige dienstverlening,2017,Arbeidsjaren,Zelfstandigen,22.0
Mannen,S Overige dienstverlening,2017,Gewerkte uren,Werknemers,63.0
Mannen,S Overige dienstverlening,2017,Gewerkte uren,Zelfstandigen,50.0
Mannen,S Overige dienstverlening,2018,Werkzame personen,Werknemers,42.0
Mannen,S Overige dienstverlening,2018,Werkzame personen,Zelfstandigen,19.0
Mannen,S Overige dienstverlening,2018,Banen,Werknemers,46.0
Mannen,S Overige dienstverlening,2018,Banen,Zelfstandigen,26.0
Mannen,S Overige dienstverlening,2018,Arbeidsjaren,Werknemers,37.0
Mannen,S Overige dienstverlening,2018,Arbeidsjaren,Zelfstandigen,22.0
Mannen,S Overige dienstverlening,2018,Gewerkte uren,Werknemers,63.0
Mannen,S Overige dienstverlening,2018,Gewerkte uren,Zelfstandigen,48.0
Mannen,T Huishoudens,2013,Werkzame personen,Werknemers,4.0
Mannen,T Huishoudens,2013,Werkzame personen,Zelfstandigen,0.0
Mannen,T Huishoudens,2013,Banen,Werknemers,9.0
Mannen,T Huishoudens,2013,Banen,Zelfstandigen,0.0
Mannen,T Huishoudens,2013,Arbeidsjaren,Werknemers,4.0
Mannen,T Huishoudens,2013,Arbeidsjaren,Zelfstandigen,0.0
Mannen,T Huishoudens,2013,Gewerkte uren,Werknemers,6.0
Mannen,T Huishoudens,2013,Gewerkte uren,Zelfstandigen,0.0
Mannen,T Huishoudens,2014,Werkzame personen,Werknemers,5.0
Mannen,T Huishoudens,2014,Werkzame personen,Zelfstandigen,0.0
Mannen,T Huishoudens,2014,Banen,Werknemers,9.0
Mannen,T Huishoudens,2014,Banen,Zelfstandigen,0.0
Mannen,T Huishoudens,2014,Arbeidsjaren,Werknemers,4.0
Mannen,T Huishoudens,2014,Arbeidsjaren,Zelfstandigen,0.0
Mannen,T Huishoudens,2014,Gewerkte uren,Werknemers,6.0
Mannen,T Huishoudens,2014,Gewerkte uren,Zelfstandigen,0.0
Mannen,,2015,Werkzame personen,Werknemers,5.0
Mannen,T Huishoudens,2015,Werkzame personen,Zelfstandigen,0.0
Mannen,T Huishoudens,2015,Banen,Werknemers,10.0
Mannen,T Huishoudens,2015,Banen,Zelfstandigen,0.0
Mannen,T Huishoudens,2015,Arbeidsjaren,Werknemers,3.0
Mannen,T Huishoudens,2015,Arbeidsjaren,Zelfstandigen,0.0
Mannen,T Huishoudens,2015,Gewerkte uren,Werknemers,6.0
Mannen,T Huishoudens,2015,Gewerkte uren,Zelfstandigen,0.0
Mannen,,2016,Werkzame personen,Werknemers,5.0
Mannen,T Huishoudens,2016,Werkzame personen,Zelfstandigen,0.0
Mannen,T Huishoudens,2016,Banen,Werknemers,10.0
Mannen,T Huishoudens,2016,Banen,Zelfstandigen,0.0
Mannen,T Huishoudens,2016,Arbeidsjaren,Werknemers,4.0
Mannen,T Huishoudens,2016,Arbeidsjaren,Zelfstandigen,0.0
Mannen,T Huishoudens,2016,Gewerkte uren,Werknemers,6.0
Mannen,T Huishoudens,2016,Gewerkte uren,Zelfstandigen,0.0
Mannen,T Huishoudens,2017,Werkzame personen,Werknemers,5.0
Mannen,T Huishoudens,2017,Werkzame personen,Zelfstandigen,0.0
Mannen,T Huishoudens,2017,Banen,Werknemers,10.0
Mannen,T Huishoudens,2017,Banen,Zelfstandigen,0.0
Mannen,T Huishoudens,2017,Arbeidsjaren,Werknemers,4.0
Mannen,T Huishoudens,2017,Arbeidsjaren,Zelfstandigen,0.0
Mannen,T Huishoudens,2017,Gewerkte uren,Werknemers,7.0
Mannen,T Huishoudens,2017,Gewerkte uren,Zelfstandigen,0.0
Mannen,,2018,Werkzame personen,Werknemers,5.0
Mannen,T Huishoudens,2018,Werkzame personen,Zelfstandigen,0.0
Mannen,T Huishoudens,2018,Banen,Werknemers,11.0
Mannen,T Huishoudens,2018,Banen,Zelfstandigen,0.0
Mannen,T Huishoudens,2018,Arbeidsjaren,Werknemers,4.0
Mannen,T Huishoudens,2018,Arbeidsjaren,Zelfstandigen,0.0
Mannen,T Huishoudens,2018,Gewerkte uren,Werknemers,7.0
Mannen,T Huishoudens,2018,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Werkzame personen,Werknemers,32.0
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Werkzame personen,Zelfstandigen,30.0
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Banen,Werknemers,36.0
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Banen,Zelfstandigen,
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Arbeidsjaren,Werknemers,21.0
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Gewerkte uren,Werknemers,36.0
Vrouwen,"A Landbouw, bosbouw en visserij",2013,Gewerkte uren,Zelfstandigen,55.0
Vrouwen,"A Landbouw, bosbouw en visserij",2014,Werkzame personen,Werknemers,
Vrouwen,"A Landbouw, bosbouw en visserij",2014,Werkzame personen,Zelfstandigen,30.0
Vrouwen,"A Landbouw, bosbouw en visserij",2014,Banen,Werknemers,36.0
Vrouwen,"A Landbouw, bosbouw en visserij",2014,Banen,Zelfstandigen,41.0
Vrouwen,"A Landbouw, bosbouw en visserij",2014,Arbeidsjaren,Werknemers,20.0
Vrouwen,"A Landbouw, bosbouw en visserij",2014,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,"A Landbouw, bosbouw en visserij",2014,Gewerkte uren,Werknemers,36.0
Vrouwen,,2014,Gewerkte uren,Zelfstandigen,58.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Werkzame personen,Werknemers,31.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Werkzame personen,Zelfstandigen,31.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Banen,Werknemers,36.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Banen,Zelfstandigen,41.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Arbeidsjaren,Werknemers,20.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Gewerkte uren,Werknemers,36.0
Vrouwen,"A Landbouw, bosbouw en visserij",2015,Gewerkte uren,Zelfstandigen,57.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Werkzame personen,Werknemers,32.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Werkzame personen,Zelfstandigen,31.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Banen,Werknemers,37.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Banen,Zelfstandigen,42.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Arbeidsjaren,Werknemers,21.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Gewerkte uren,Werknemers,37.0
Vrouwen,"A Landbouw, bosbouw en visserij",2016,Gewerkte uren,Zelfstandigen,60.0
Vrouwen,"A Landbouw, bosbouw en visserij",2017,Werkzame personen,Werknemers,33.0
Vrouwen,"A Landbouw, bosbouw en visserij",2017,Werkzame personen,Zelfstandigen,31.0
Vrouwen,"A Landbouw, bosbouw en visserij",2017,Banen,Werknemers,38.0
Vrouwen,"A Landbouw, bosbouw en visserij",2017,Banen,Zelfstandigen,43.0
Vrouwen,"A Landbouw, bosbouw en visserij",2017,Arbeidsjaren,Werknemers,22.0
Vrouwen,,2017,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,"A Landbouw, bosbouw en visserij",2017,Gewerkte uren,Werknemers,39.0
Vrouwen,"A Landbouw, bosbouw en visserij",2017,Gewerkte uren,Zelfstandigen,59.0
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Werkzame personen,Werknemers,34.0
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Werkzame personen,Zelfstandigen,31.0
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Banen,Werknemers,
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Banen,Zelfstandigen,44.0
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Arbeidsjaren,Werknemers,23.0
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Arbeidsjaren,Zelfstandigen,28.0
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Gewerkte uren,Werknemers,41.0
Vrouwen,"A Landbouw, bosbouw en visserij",2018,Gewerkte uren,Zelfstandigen,61.0
Vrouwen,B Delfstoffenwinning,2013,Werkzame personen,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2013,Werkzame personen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2013,Banen,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2013,Banen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2013,Arbeidsjaren,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2013,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2013,Gewerkte uren,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2013,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2014,Werkzame personen,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2014,Werkzame personen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2014,Banen,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2014,Banen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2014,Arbeidsjaren,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2014,Arbeidsjaren,Zelfstandigen,
Vrouwen,B Delfstoffenwinning,2014,Gewerkte uren,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2014,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2015,Werkzame personen,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2015,Werkzame personen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2015,Banen,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2015,Banen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2015,Arbeidsjaren,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2015,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2015,Gewerkte uren,Werknemers,3.0
Vrouwen,B Delfstoffenwinning,2015,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2016,Werkzame personen,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2016,Werkzame personen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2016,Banen,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2016,Banen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2016,Arbeidsjaren,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2016,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2016,Gewerkte uren,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2016,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2017,Werkzame personen,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2017,Werkzame personen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2017,Banen,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2017,Banen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2017,Arbeidsjaren,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2017,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2017,Gewerkte uren,Werknemers,2.0
Vrouwen,B Delfstoffenwinning,2017,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2018,Werkzame personen,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2018,Werkzame personen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2018,Banen,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2018,Banen,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2018,Arbeidsjaren,Werknemers,1.0
Vrouwen,B Delfstoffenwinning,2018,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,B Delfstoffenwinning,2018,Gewerkte uren,Werknemers,
Vrouwen,B Delfstoffenwinning,2018,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,C Industrie,2013,Werkzame personen,Werknemers,156.0
Vrouwen,C Industrie,2013,Werkzame personen,Zelfstandigen,11.0
